path,bytes,reason,source
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000171_phase_000170_attempt_00.npz,8896106,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000172_phase_000171_attempt_00.npz,8752194,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000173_phase_000172_attempt_00.npz,8947434,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000174_phase_000173_attempt_00.npz,8844326,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000175_phase_000174_attempt_00.npz,8778746,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000176_phase_000175_attempt_00.npz,8873798,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000177_phase_000176_attempt_00.npz,8404546,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000178_phase_000177_attempt_00.npz,8781958,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000179_phase_000178_attempt_00.npz,9269190,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000180_phase_000179_attempt_00.npz,8790790,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000181_phase_000180_attempt_00.npz,8989802,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000182_phase_000181_attempt_00.npz,8961862,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000183_phase_000182_attempt_00.npz,8659586,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000184_phase_000183_attempt_00.npz,8667630,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000185_phase_000184_attempt_00.npz,8622658,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000186_phase_000185_attempt_00.npz,8870182,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000187_phase_000186_attempt_00.npz,8685574,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000188_phase_000187_attempt_00.npz,8469638,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000189_phase_000188_attempt_00.npz,8762282,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000190_phase_000189_attempt_00.npz,8787174,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000191_phase_000190_attempt_00.npz,9264874,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000192_phase_000191_attempt_00.npz,8895622,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000193_phase_000192_attempt_00.npz,8706518,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000194_phase_000193_attempt_00.npz,8477610,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000195_phase_000194_attempt_00.npz,8940974,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000196_phase_000195_attempt_00.npz,8819974,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000197_phase_000196_attempt_00.npz,8850946,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000198_phase_000197_attempt_00.npz,8647406,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000199_phase_000198_attempt_00.npz,9037450,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000200_phase_000199_attempt_00.npz,8638022,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000201_phase_000200_attempt_00.npz,8680514,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000202_phase_000201_attempt_00.npz,8752618,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000203_phase_000202_attempt_00.npz,8853678,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000204_phase_000203_attempt_00.npz,8751878,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000205_phase_000204_attempt_00.npz,8553390,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000206_phase_000205_attempt_00.npz,8544454,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000207_phase_000206_attempt_00.npz,8777286,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000208_phase_000207_attempt_00.npz,9019886,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000209_phase_000208_attempt_00.npz,8651462,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000210_phase_000209_attempt_00.npz,8543786,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000211_phase_000210_attempt_00.npz,8665390,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000212_phase_000211_attempt_00.npz,8649690,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000213_phase_000212_attempt_00.npz,8757694,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000214_phase_000213_attempt_00.npz,8662018,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000215_phase_000214_attempt_00.npz,8735238,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000216_phase_000215_attempt_00.npz,9014946,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000217_phase_000216_attempt_00.npz,8750762,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000218_phase_000217_attempt_00.npz,8777326,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000219_phase_000218_attempt_00.npz,8692810,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000220_phase_000219_attempt_00.npz,8692422,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000221_phase_000220_attempt_00.npz,8658378,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000222_phase_000221_attempt_00.npz,8696046,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000223_phase_000222_attempt_00.npz,9050562,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/Phase Scan/2026-09-04/20260904T012253_365749Z_run/raw/rep_0001/scan_0000224_phase_000223_attempt_00.npz,8845086,Aborted development attempt; missing-pulse retries continued and completion was not verified,"evidence/experiments/runs/authorized_mbco_phase_reconstruction_20260904T002152_3132654Z/retry_04_buffered_consecutive_ddg_20260904T012240_7263264Z/ (result.json, launcher_result.json, progress.txt)"
